generation,HV_mean,HV_std,IGD_plus_mean,IGD_plus_std,Spacing_mean,Spacing_std,FeasRatio_soft_mean,FeasRatio_soft_std,FeasRatio_strict_mean,FeasRatio_strict_std,MinCost_best,MinEmis_best,MinTime_best,MinCost_mean,MinCost_std,MinEmis_mean,MinEmis_std,MinTime_mean,MinTime_std,boost_triggered_best
11,0.020539333333333333,0.02921485899713059,1.0745046233872158,0.24695680269305362,0.0934027795922375,0.0436509446759806,1.0,0.0,1.0,0.0,6077363.659140476,5238675173.414343,460.77714285714285,5991742.47961851,249197.0224265178,5158121728.840228,125334761.3890413,428.9701230158729,17.587102668908777,0
12,0.020539333333333333,0.02921485899713059,1.0745046233872158,0.24695680269305362,0.0934027795922375,0.0436509446759806,1.0,0.0,1.0,0.0,5761441.565371565,5147111654.479401,460.77714285714285,5902781.748936027,203382.8808260166,5117388131.858199,122704887.05630374,427.0370992063492,17.268928517495496,0
13,0.020539333333333333,0.02921485899713059,1.0745046233872158,0.24695680269305362,0.0934027795922375,0.0436509446759806,1.0,0.0,1.0,0.0,5761441.565371565,5147111654.479401,460.77714285714285,5875571.978255755,188610.68006942142,5099133308.813349,124134708.95134671,425.2384206349206,17.407557456528938,0
14,0.020539333333333333,0.02921485899713059,1.0745046233872158,0.24695680269305362,0.0934027795922375,0.0436509446759806,1.0,0.0,1.0,0.0,5753329.720026414,5147111654.479401,419.4371428571428,5807297.53234561,171471.39185445593,5070692874.653028,115302075.66627398,420.8269285714285,12.9999562069877,0
15,0.06424666666666666,0.06589839984568839,0.8096656573111293,0.21291583482956833,0.07665370250575691,0.03058208535970713,1.0,0.0,1.0,0.0,5753329.720026414,5147111654.479401,413.2192857142857,5783779.662376539,173310.0064109996,5038849890.3714075,105018880.33163685,417.66194047619035,9.959734622475734,0
16,0.06424666666666666,0.06589839984568839,0.8096656573111293,0.21291583482956833,0.07665370250575691,0.03058208535970713,1.0,0.0,1.0,0.0,5687231.997076519,5084420463.720705,413.2192857142857,5745777.7355404105,160569.95495344794,5017119958.812117,90934428.37738438,415.96785714285704,5.9262589147042695,0
17,0.06424666666666666,0.06589839984568839,0.8096656573111293,0.21291583482956833,0.07665370250575691,0.03058208535970713,1.0,0.0,1.0,0.0,5687231.997076519,5015204864.857244,413.2192857142857,5712991.083013912,151582.4504896951,4992213907.01437,75241575.62445167,415.2686507936507,5.272354895357969,0
18,0.06424666666666666,0.06589839984568839,0.8096656573111293,0.21291583482956833,0.07665370250575691,0.03058208535970713,1.0,0.0,1.0,0.0,5596310.067112784,5015204864.857244,413.2192857142857,5685764.266100302,141976.35288733014,4978063343.818983,71270778.54053958,414.52949999999987,4.481851837914137,0
19,0.06424666666666666,0.06589839984568839,0.8096656573111293,0.21291583482956833,0.07665370250575691,0.03058208535970713,1.0,0.0,1.0,0.0,5576115.806546227,5015204864.857244,413.2192857142857,5656818.859487978,134058.58299223165,4960844677.794916,68545847.63681148,414.52949999999987,4.481851837914137,0
20,0.14789000000000002,0.09927835840034155,0.5737980523913545,0.20332566251643058,0.061540316718073834,0.02734717795198061,1.0,0.0,1.0,0.0,5570260.0967501765,4920179149.27971,413.2192857142857,5629376.819911296,121051.34842569381,4948499131.101776,66735889.18648172,414.348111111111,4.110679966636644,0
